title,content,label,id
"Hôm 6/6, các công tố viên thành phố Buffalo cho biết, hai cảnh sát Robert McCabe và Aaron Torgalski bị buộc tội hành hung sau khi xô ngã một cụ ông 75 tuổi trong cuộc biểu tình ngày 4/6.","
Hai cảnh sát Robert McCabe và Aaron Torgalski bị tạm đình chỉ công tác không lương và bị truy tố tội tấn công cấp độ hai. Hai viên cảnh sát này không thừa nhận tội danh hành hung cấp độ hai. Họ được trả tự do mà không cần bảo lãnh.

Tại cuộc họp báo hôm 6/6, công tố viên John Flynn cho biết hai sĩ quan tại sở cảnh sát Buffalo đã vượt quá giới hạn cho phép.

Trong video xuất hiện trên mạng xã hội, hai cảnh sát Robert McCabe và Aaron Torgalski dùng dùi cui và tay không đẩy mạnh một người biểu tình da trắng lớn tuổi, người này ngất gục trên đất và bắt đầu chảy máu đầu.

Nạn nhân trong vụ việc được xác định là ông Martin Gugino, 75 tuổi.

Ông Martin Gugino bị thương nặng, đang nằm viện với tình trạng sức khỏe ổn định.

Đoạn video về vụ việc gây phẫn nộ trên mạng trong bối cảnh các cuộc biểu tình lan rộng khắp nước Mỹ để phản đối cách hành xử của cảnh sát sau vụ việc George Floyd bị cảnh sát ghì chết hôm 25/5.

57 cảnh sát chỉ xin nghỉ làm tại Đội Phản ứng khẩn cấp của cảnh sát Buffalo nhằm bày tỏ sự ủng hộ cho hai đồng nghiệp. Những cảnh sát này nói rằng đồng nghiệp của họ chỉ thi hành đúng nhiệm vụ.


  ",1,3535
"Để khôi phục kinh tế sau đại dịch COVID-19, UBND tỉnh Thanh Hóa yêu cầu các sở, ngành liên quan nắm bắt lại tình hình hoạt động của doanh nghiệp để kịp thời tháo gỡ khó khăn, tạo điều kiện tốt nhất cho các doanh nghiệp, dự án lớn được hoạt động bình thường trở lại.",,1,314
"THÔNG BÁO! Vào lúc 24:00 Ngày 27/03/2020 ( 0 : 00 Ngày 28/03/2020  Giờ Việt Nam) Đức Thánh Cha Phanxicô sẽ ban Phép lành toàn xá Urbi et Orbi  Theo truyền thống Giáo hội, trong những dịp trọng đại, Đức Thánh Cha sẽ ban phép lành Urbi et Orbi (cho thành Roma và toàn thế giới).... Trong năm, có hai dịp Đức Thánh Cha ban phép lành Urbi et Orbi là Lễ Giáng Sinh và Lễ Phục Sinh lúc 12 giờ trưa giờ Roma. Trong hoàn cảnh nguy cấp của đại dịch Corona Virus. Đức Thánh Cha muốn bày tỏ lòng thương xót của Thiên Chúa cho các tín hữu và toàn thế giới, nên ngài ban phép lành đặc biệt này cho mọi người. Kính mong mọi người không bỏ qua giây phút hồng phúc này để lãnh nhận ơn Toàn Xá. ● Toàn bộ trang MXH và các kênh truyền thông trực thuộc <URL> sẽ chia sẻ truyền hình trực tiếp từ VATICAN NEWS.  Kính mời quý vị cùng  theo dõi Page để nhận thông báo mới nhất, xin cảm ơn! Xem thêm",,1,1005
"Trên QL.1A, thuộc địa phận xã Bắc Sơn, Trảng Bom, Đồng Nai. Giờ thì khổ cho cả 2, thành tâm chia buồn cùng gia đình nạn nhân và tài xế 😥😥",,1,1194
"Microsoft đang triển khai tính năng mới, chặn “reply-all” trong Office 365 và Exchange Online. Tính năng này được thiết kế nhằm ngăn chặn các cơn bão email đổ bộ không cần thiết vào hộp thư đến của người dùng.",,1,2035
"_x0008_Hà Nội đang là ổ dịch lớn nhất nước, nhưng địa phương này cũng là nơi có nhiều sáng kiến cho việc thực hiện cách ly xã hội.",,0,2374
"Hôm 4/3, CEO Facebook Mark Zuckerberg cho biết WHO có thể quảng cáo miễn phí trên nền tảng, đồng thời gỡ bỏ các thông tin sai sự thật về Covid-19.",,1,527
"Tôi cũng vài lần rơi vào trạng thái đãng trí, bất cẩn với các con. Lần nào tôi cũng ân hận 'giá như...' nhưng rồi áp lực cuộc sống lại kéo tôi vào một cái bẫy khác.",,1,359
"Trong số 17 hành khách mắc Covid-19, có 1 gia đình 3 người đã sống cùng 1 bệnh nhân dương tính tại Dubai.",,1,2328
"Quảng Nam gia hạn thời gian thanh tra về vụ mua hệ thống xét nghiệm Real-time PCR tự động giá 7,23 tỷ đồng.",(<URL>),1,3716
Người đàn ông ở Hà Nội được lực lượng chức năng quận đưa đến cơ sở y tế để cách ly tập trung còn thành viên trong gia đình thì cách ly tại nhà.,"Chiều 10/3, ông Ngô Tiến Ngọc, Chủ tịch UBND phường Nam Đồng (Đống Đa, Hà Nội) cho biết, tại địa phương đang có một người tiếp xúc gần với ca dương tính Covid-19 tên L.X.T. (61 tuổi). Ông T. từng tiếp xúc với bệnh nhân số 21 (N.Q.T., 61 tuổi, Trúc Bạch, Ba Đình, Hà Nội) ngày 3/3.

Tuy nhiên, sáng nay (10/3), một số người dân tại khu vực này phản ánh, ông L.X.T. đi ra ngoài khu vực nhà của mình. Một số người lo ngại tại sao ông T. là người tiếp xúc gần với bệnh nhân dương tính nhưng không cách ly tập trung tại cơ sở y tế.

Chủ tịch UBND phường Nam Đồng cho hay, sáng cùng ngày, ông T. đi ra khu vực ngõ. Ngay sau khi phát hiện, tổ giám sát của phường lập tức nhắc nhở và yêu cầu ông T. quay trở lại nhà.

""Ông T. sau khi được nhắc nhở nhận thức được và lập tức chấp hành"", ông Ngọc nói
Còn về việc vì sao người tiếp xúc F1 chưa được cách ly tập trung, Chủ tịch phường Nam Đồng cho hay, lúc đó bệnh viện phụ trách việc cách ly cho ông T. đang quá tải nên phường phải tổ chức cách ly cho người này ở nhà trước. Đến đầu giờ chiều 10/3, trung tâm y tế của quận đưa ông T. vào cách ly tập trung theo đúng quy định.
Ngày 9/3, UBND phường Nam Đồng ra quyết định cách ly tại nhà đối với gia đình ông L.X.T., người tiếp xúc F1 với bệnh nhân mắc Covid-19. Bốn người còn lại trong gia đình đang được theo dõi. Thời hạn cách ly là 14 ngày, kéo dài đến hết 17/3.

Hà Nội hiện ghi nhận 4 trường hợp nhiễm Covid-19, chưa có trường hợp thiệt mạng, gồm: N.H.N. (26 tuổi, ở Trúc Bạch); D.Đ.P. (27 tuổi, ở Trúc Bạch - lái xe cho bệnh nhân N.); L.T.H. (64 tuổi, Trúc Bạch - bác của bệnh nhân N.) và một người ngồi cùng chuyến bay tên N.Q.T. (61 tuổi, cũng ở Trúc Bạch).

Tất cả số bệnh nhân này đang được cách ly, điều trị tại bệnh viện Bệnh nhiệt đới Trung ương cơ sở 2.


  ",1,603
Mỹ sẽ tiến hành các nghiên cứu quan trọng về 3 loại vaccine phòng Virus SARS-COV-2.,"
Trả lời trên kênh truyền hình CNN, Giám đốc Viện Nghiên cứu Dị ứng và Các bệnh truyền nhiễm quốc gia Mỹ Fauci cho biết nỗ lực điều chế vaccine phòng virus SARS-CoV-2 đang tiến triển rất tốt và hy vọng sẽ có nhiều hơn một loại vaccine được thử nghiệm lâm sàng vào đầu mùa Hè.",1,953
"1 nhà dịch tễ học TQ cho biết virus SARS-CoV-2 có thể tồn tại trên bề mặt thực phẩm đông lạnh tới ba tháng. Tuy nhiên, việc phát hiện ra virus trên thớt ""không đủ để chứng minh nó đến từ thủy sản nhập khẩu mà nó có thể xuất phát từ một người nhiễm virus"".",,0,2563
Chủ tịch tỉnh viết thư gửi du khách đang bị cách ly ở Huế.,"
Sáng 17/3, Chủ tịch UBND tỉnh Thừa Thiên Huế Phan Ngọc Thọ đã có thư gửi đến tất cả du khách đến Huế du lịch nhưng tạm thời bị cách ly do lo ngại lây lan dịch Covid-19. Nội dung bức thư được viết bằng tiếng Anh và tiếng Pháp. Trong thư, thay mặt chính quyền và nhân dân tỉnh Thừa Thiên Huế, ông Phan Ngọc Thọ trân trọng cảm ơn du khách đã lựa chọn tỉnh Thừa Thiên Huế làm điểm đến trong hành trình du lịch của mình.

Chủ tịch UBND tỉnh Thừa Thiên Huế viết: “Nếu không có sự bùng phát và diễn biến nguy hiểm của dịch Covid-19 thì có lẽ những ngày này ông/bà đã và đang tận hưởng những trải nghiệm thú vị về phong cảnh, ẩm thực, di sản, văn hóa Huế, con người Huế... Nhưng vì sức khoẻ của ông/bà, vì sự an toàn của cộng đồng, chúng tôi buộc phải có sự cách ly tạm thời đối với những người tiếp xúc gần với các bệnh nhân Covid-19 để theo dõi, kiểm tra tình trạng sức khoẻ và kiểm soát lây lan dịch bệnh”.

Nói về điều kiện cơ sở vật chất tại nơi cách ly, ông Phan Ngọc Thọ mong muốn các du khách thông cảm: “Những ngày qua, ông/bà đã không có được chuyến du lịch như dự kiến; điều kiện vật chất và phục vụ tại nơi lưu trú cách ly tập trung còn hạn chế chắc chắn đã làm phiền đến ông/bà. Chúng tôi rất mong nhận được sự thông cảm và chia sẻ của ông/bà với chính quyền để cùng ngăn chặn, đẩy lùi sự lây lan của dịch bệnh. Chúng tôi đánh giá cao và trân trọng cám ơn sự thông cảm và hợp tác của ông/bà trong thời gian qua”.

“Hy vọng trong thời gian gần nhất, Huế sẽ lại là lựa chọn đầu tiên trong hành trình du lịch của ông/bà, để chúng tôi có cơ hội bày tỏ lòng hiếu khách của mình cùng với các dịch vụ du lịch độc đáo riêng có của vùng đất Cố đô. Lần tới ông/bà đến thăm và khám phá thành phố Huế cổ kính xinh đẹp, chúng tôi sẽ tạo điều kiện để ông/bà được tham quan miễn phí Quần thể di tích cố đô Huế. Vui lòng giữ lá thư này để được miễn phí vào cổng khi đến thăm các di tích trong những chuyến du lịch tiếp theo”, Chủ tịch UBND tỉnh Thừa Thiên Huế mong muốn các du khách sẽ tiếp tục đến Huế trong thời gian tới.

Theo <URL>",1,1372
CAM ghi lại vụ lái xe tải bị Container cán ch.ế.t t.h.ảm trong cảng Transimex trưa nay …,"-- Lài xe tải xuống xe làm thủ tục ra vào cảng 😔
...Lái xe container đi ẩu làm c.h.ết người😰🙏🙏",1,2346
"""... Mỹ hiện đang hợp tác cùng Úc, Ấn Độ, Nhật Bản, New Zealand, Hàn Quốc và Việt Nam để thúc đẩy kinh tế toàn cầu, giảm sự lệ thuộc vào chuỗi cung ứng của Trung Quốc.","
Ấn Độ sẵn sàng dành ra 461.589 hécta đất trên khắp cả nước cho mục đích thu hút công ty sản xuất rời Trung Quốc, đặc biệt là công ty Mỹ.

Quỹ đất khổng lồ trên gần gấp đôi diện tích của quốc gia châu Âu Luxembourg (243.000 hécta).

Chính quyền Thủ tướng Narendra Modi nhận ra cơ hội lớn từ việc các nhà sản xuất rục rịch rút khỏi Trung Quốc vì đại dịch Covid-19."".",1,311
"Cũng may cho hdh,khi CA long an tiêu hủy những gì liên quan tới Nguyễn văn nghị, thì trong các thư viện,tòa báo chính thống còn lưu những bài điều tra của các nhà báo về nhân vật này.",,0,4044
"Công viên thiên văn học tọa lạc tại Khu đô thị Dương Nội (quận Hà Đông, Hà Nội) sắp mở cửa đón khách đã khiến những người đam mê khám phá vũ trụ háo hức chờ đón ngày được đến tham quan.",,1,1389
"Chỉ vì không thể chịu nổi vất vả nuôi mẹ già yếu và bệnh tật, Trần Thị Lộc đã có hành động nhẫn tâm là bạo hành mẹ ruột của mình bằng cách cho uống nước tăng lực để tăng huyết áp, đánh đập đến chết.","
Biết bà M. bị huyết áp cao, nên Lộc mua 2 lon nước uống tăng lực đem về đưa bà M. uống để tăng huyết áp",1,1482
"Sáng 5/6, thi thể 2 học sinh mất tích trên hồ thủy điện Đại Ninh, huyện Đức Trọng (Lâm Đồng) đã được lực lượng chức năng tìm thấy.",  ,1,2691
"Theo Bộ Y tế, Việt Nam ghi nhận thêm 5 trường hợp mắc mới, nâng tổng số ca mắc Covid-19 của Việt Nam lên 153.",  ,1,30
📌THÔNG TIN CA NHIỄM COVID-19,"
Một phụ nữ 51 tuổi, quốc tịch Việt Nam, được xác định là bệnh nhân thứ 34 mắc bệnh COVID-19 tại Việt Nam.

Ngày 22/2/2020 bệnh nhân bay từ Việt Nam sang New York (Mỹ), quá cảnh tại sân bay Incheon (Hàn Quốc).

Đến ngày 29/2/2020, bệnh nhân bay từ Washington (Mỹ) về Việt Nam, quá cảnh tại sân bay Quatar và sáng ngày 02/3/2020 nhập cảnh vào Việt Nam tại cửa khẩu Cảng Hàng không Quốc tế Tân Sơn Nhất.

Sáng 9/3/2020, bệnh nhân nhập viện tại Bệnh viện Đa khoa tỉnh Bình Thuận và được điều trị cách ly tại đây.

Kết quả xét nghiệm dương tính với SARS-CoV-2",1,2609
"Tóm tắt vụ án giết người, cướp tài sản bưu cục Cầu Voi"," Hung thủ bưu cục Cầu Voi
 - Đi xe máy.
 - Để tóc 2 mái.
 - Có quen nhân viên bưu cục.
 - Có cầm đồ.
 - Có thiếu nợ.
 Nhân chứng không biết mặt Hồ Duy Hải
 Vật chứng
 - Dao, thớt có vết máu, bị tiêu hủy không lý do.
 Vật chứng thay thế
 - Dao, thớt mua ngoài chợ.
 Vân tay
 - Không có dấu vân tay Hồ Duy Hải.
 Vết máu tại hiện trường
 - 4 tháng sau mới giám định, khi máu đã phân hủy, không xác định được kết quả.
 Với những căn cứ trên, có thể buộc tội Hồ Duy Hải được không?
 (Lời khai nhận tội của bị can, bị cáo không phải là cơ sở duy nhất để buộc tội mà phải phù hợp với những chứng cứ vật chất khác, mà ở đây cơ quan điều tra lạ không thu thập đủ để chứng minh Hồ Duy Hải thực hiện hành vi)

 Theo Facebook Hoàng Linh",0,2933
"Đây không phải là ""ngăn sông cấm chợ""!",,1,3408
Tài xế lái xe vụ cháu bé Gết Quây tử vong ko rõ nguyên nhân. Các phụ huynh còn lại trong lớp chắc đi mua bình bóng về thở dần cho thêm dũng khí :| :| :| Nguồn: ông anh mình,,0,2530
"Bác ở Canada vừa mới báo 1 tin vui từ Canada trong cuộc chiến chống corona, con gái bác cũng làm trong ngành y ở Canada nên các bạn có thể tin tưởng và áp dụng theo Hôm nay, 1 nhà khoa học Canada vừa tìm ra được là nếu khẩu trang có tẩm muối, Corona dính vào sẽ bị giết trong vòng 5 phút. Trong lúc chờ đợi khẩu trang tẩm muối được bán trên thị trường, các bạn có thể làm theo cách sau đây : 1. Hai chén muối khuấy đều với nửa chén nước lọc (đun sôi) cho muối tan.... 2. Dùng cọ bôi lên nhiều lần dung dịch muối ở phía ngoài khẩu trang. Chờ khô, làm lại 2 lần nữa và sau đó có thể dùng khẩu trang đi ra ngoài. 3. Nếu không có N95, có thể áp dụng tạm thời trên khẩu trang giấy chống bụi, hoặc khẩu trang bằng vải thường dùng. Nếu dùng khẩu trang vải, cứ 2 ngày giặt nó 1 lần và tẩm muối như vừa chỉ dẫn trên. Nhớ là phải phơi khẩu trang cho thật khô trước khi dùng. 4. Không chỉ giết corona, mà muối còn giết được tất cả những virus khác trong không khí ! Thông tin này cũng đã được đăng trên tạp chí Business Insider. Các bạn đọc thêm ở đây, và thấy có thể làm theo thì nên share post này đến nhiều người để cộng đồng có thêm cách phòng chống. Cộng đồng an toàn hơn thì mỗi chúng ta cũng an toàn hơn <URL>… <URL>…/Mask-with-salt-coated-filter… Xem thêm",,0,4142
"Cơ quan điều tra tiếp tục ra quyết định khởi tố Nguyễn Xuân Đường để điều tra về hành vi có dấu hiệu phạm tội ""Cố ý gây thương tích"" xảy ra tại trụ sở Công an phường Trần Lãm, thành phố Thái Bình.","
",1,1871
Hai quan chức thành phố Vũ Hán bị sa thải và một người bị điều tra sau khi xuất hiện hình ảnh xe chở rác được sử dụng để chuyển thịt lợn tới cho người dân bị phong toả.,"
Theo South China Morning Post, cư dân tại khu Yuanin của quận Qingshan, thành phố Vũ Hán, đã hết sức phẫn nộ khi thịt lợn mà họ mua từ các cửa hàng do chính phủ phân phối được đem đến trong xe chở rác.

1.000 phần thịt này được đóng gói trong túi nylon và được chiếc xe chở rác đổ thẳng xuống đất (được phủ một lớp bạt) rồi được giao cho khách hàng. Hình ảnh về việc vận chuyển mất vệ sinh này đã gây nên làn sóng phản ứng trên mạng xã hội Weibo.

Các mặt hàng thực phẩm phần lớn nằm dưới sự kiểm soát của chính phủ kể từ khi Vũ Hán - thủ phủ tỉnh Hồ Bắc - bị đặt dưới lệnh phong toả vào cuối tháng 1.

Tới nay, cư dân tại thành phố vẫn phải ở trong nhà mặc dù số ca nhiễm mới - từng đạt mốc 4.000 trường hợp mỗi ngày - đã giảm xuống chỉ còn 8 ca được ghi nhận trong ngày 11/3.

Ông Luo Rong, quận phó quận Qingshan, người chịu trách nhiệm quản lý công tác hậu cần và vận chuyển thực phẩm trong thời gian phong toả, đang bị điều tra sau khi để xảy ra vụ việc.

Hai quan chức cấp cao khác ở chính quyền cấp dưới của quận Qingshan đã bị cách chức.

Chính quyền địa phương cho biết 530 phần thịt lợn trong số này đã được phân phối trong ngày hôm đó, và các nhân viên chịu trách nhiệm đã được lệnh tới gõ cửa từng nhà những hộ dân này để xin lỗi và lấy lại chỗ thịt bị bẩn.

Tất cả 1.000 phần thịt này sẽ bị tiêu huỷ, và người tiêu dùng sẽ được nhận một lượng thịt tương tự, sạch và an toàn hơn, theo thông báo của chính quyền quận.

""Chúng tôi đã không đáp ứng được các yêu cầu vệ sinh trong quá trình vận chuyển thực phẩm và gây ảnh hưởng xấu đến thể chất và tâm lý của người dân. Chúng tôi xin gửi lời xin lỗi chân thành tới họ"", chính quyền địa phương cho biết trong thông báo.

Theo ZING
    ",1,2831
"Kết luận của Ban Bí thư về tiếp tục thực hiện Chỉ thị số 11-CT/TW của Bộ Chính trị khóa VIII về việc mua và đọc báo, tạp chí của Đảng","
Ngày 6-4-2020, thay mặt Ban Bí thư, đồng chí Trần Quốc Vượng, Ủy viên Bộ Chính trị, Thường trực Ban Bí thư ký ban hành Thông báo kết luận số 173 -TB/TW về  tiếp tục thực hiện Chỉ thị số 11-CT/TW của Bộ Chính trị khóa VIII về việc mua và đọc báo, tạp chí của Đảng. Tạp chí Xây dựng Đảng trân trọng giới thiệu toàn văn

 Thông báo kết luận:

Tại phiên họp ngày 24-3-2020, sau khi nghe Ban Tuyên giáo Trung ương báo cáo kết quả thực hiện Kết luận số 29-KL/TW, ngày 25-8-2012 của Ban Bí thư khóa XI về tiếp tục thực hiện Chỉ thị số 11-CT/TW của Bộ Chính trị khoá VIII về việc mua và đọc báo, tạp chí của Đảng (Tờ trình số 129-TTr/BTGTW, ngày 31-12-2019) và ý kiến của các cơ quan liên quan, Ban Bí thư kết luận như sau:
1. Sau hơn 7 năm thực hiện Kết luận số 29-KL/TW, việc mua và đọc báo, tạp chí của Đảng đã đạt được những kết quả đáng ghi nhận. Nhận thức của cán bộ, đảng viên về vai trò, ý nghĩa, tầm quan trọng của báo, tạp chí đã được tiếp tục nâng lên. Nhiều tổ chức đảng và đảng viên đã thực hiện tốt việc mua và đọc báo, tạp chí của Đảng. Phong trào đọc và làm theo báo, tạp chí của Đảng được duy trì và phát triển. Công tác kiểm tra, đôn đốc việc mua và đọc báo, tạp chí được tiến hành thường xuyên hợp. Chất lượng báo, tạp chí của Đảng được nâng lên, nội dung và hình thức tiếp tục được đổi mới; công tác phát hành báo, tạp chí của Đảng có nhiều chuyến biến tích cực.
Bên cạnh những kết quả đạt được vẫn còn có một số hạn chế, bất cập. Việc tổ chức quán triệt và thực hiện Kết luận số 29-KL/TW của một số cấp uỷ, tổ chức đảng chưa đầy đủ và thường xuyên. Một bộ phận cán bộ, đảng viên nhận thức chưa sâu sắc về ý nghĩa, tác dụng của báo, tạp chí của Đảng trong sinh hoạt đảng và cuộc sống. Việc mua, đọc báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đi vào nền nếp và hiệu quả chưa cao. Báo, tạp chí của Đảng chưa đáp ứng kịp thời nhu cầu thông tin ngày càng cao của người đọc. Kinh phí mua báo, tạp chí của Đảng chưa được bố trí đủ, có trường hợp sử dụng không đúng mục đích. Công tác phát hành báo, tạp chí về cơ sở có lúc, có nơi còn chưa kịp thời, không đầy đủ.
2. Tiếp tục thực hiện Chỉ thị số 11-CT/TW của Bộ Chính trị khoá VIII, Ban Bí thư yêu cầu các cấp uỷ đảng, chính quyền, Mặt trận Tổ quốc và các tố chức chính trị - xã hội, các cơ quan báo chí của Đảng quan tâm thực hiện các nội dung sau:
- Nâng cao nhận thức về vai trò, ý nghĩa của báo, tạp chí của Đảng, coi đây là tài liệu sinh hoạt đảng và công tác tuyên truyền quan trọng giúp cán bộ, đảng viên và nhân dân nâng cao trình độ lý luận chính trị, vận dụng kiến thức vào sản xuất, đời sống; động viên và cổ vũ các phong trào thi đua yêu nước; củng cố khối đại đoàn kết toàn dân tộc. Cán bộ, đảng viên, nhất là người lãnh đạo các cấp phải gương mẫu đọc, nghiên cúu báo, tạp chí của Đảng.
- Báo, tạp chí của Đảng cần tiếp tục đổi mới, nâng cao chất lượng, đáp ứng nhu cầu nghiên cứu, thông tin của cán bộ, đảng viên và nhân dân. Các ấn phẩm cần bám sát thực tiễn đời sống xã hội, tăng sức hấp dẫn, tính thuyết phục đối với bạn đọc, phục vụ tốt hơn các nhiệm vụ chính trị của Đảng. Đẩy mạnh ứng dụng công nghệ thông tin trong việc xuất bản - phát hành các ấn phẩm, tăng cường công tác tuyên truyền, quảng bá với đông đảo bạn đọc.
- Tiếp tục đẩy mạnh tuyên truyền, xác định trách nhiệm của cán bộ, đảng viên và các cấp uỷ về việc mua, đọc và làm theo báo Đảng. Có hình thức phù hợp để sử dụng hiệu quả các loại tài liệu, báo chí của Đảng được cung cấp, đặt mua. Đẩy mạnh phong trào đọc và làm theo báo, tạp chí của Đảng.
- Coi trọng công tác kiểm tra, giám sát, đôn đốc việc mua và đọc báo, tạp chí của Đảng ở các cấp; nâng cao hiệu quả công tác quản lý nhà nước đối với công tác mua, đọc báo, tạp chí của Đảng. Kiểm tra chặt chẽ việc cấp và sử dụng kinh phí mua báo, tạp chí của Đảng, bảo đảm sử dụng kinh phí đúng nguyên tắc, đúng mục đích; khuyến khích mở rộng đối tưọng thụ hưởng báo, tạp chí của Đảng.
3. Văn phòng Trung ương Đảng, Bộ Tài chính nghiên cứu, ban hành văn bản hướng dẫn, quy định chi tiết về việc sử dụng kinh phí đặt mua báo, tạp chí của Đảng theo hướng giao cho một đơn vị làm đầu mối (ban tuyên giáo cấp tỉnh hoặc huyện) thực hiện đặt mua cho các đơn vị, địa phương cơ sở, bảo đảm đủ số lượng, đúng đối tượng, đúng mục đích. Ban cán sự đảng Chính phủ chỉ đạo các cơ quan chức năng nghiên cứu đưa Báo Nhân Dân, Tạp chí Cộng sản vào danh mục các loại báo phát không thu tiền đối với vùng biên giới, hải đảo, các cơ quan, đơn vị công tác ở nước ngoài và vùng đặc biệt khó khăn.
4. Ban Tuyên giáo Trung ương hướng dẫn việc đọc, sử dụng và làm theo báo, tạp chí của Đảng phù hợp với từng đối tượng, bảo đảm thiết thực, hiệu quả; chủ trì, phối hợp với các đảng đoàn, ban cán sự đảng, tỉnh uỷ, thành uỷ, các đảng uỷ trực thuộc Trung ương tham mưu, giúp Ban Bí thư lãnh đạo, chỉ đạo tổ chức thực hiện, kiểm tra, giám sát việc thực hiện Chỉ thị số 11-CT/TW khoá VIII và Thông báo kết luận này, định kỳ báo cáo Ban Bí thư.

<URL>",1,1069
"Con ruột của chị phó giám đốc công an tỉnh Đồng Nai, em nó sinh năm 1996, năm 20 tuổi là độ tuổi đang học đại học (2016), em nó đã là chủ tịch kiêm giám đốc công ty, nắm trong tay hàng chục chiếc xe ben chở quá tải, phóng nhanh vượt ẩu, gây hàng loạt vụ tai nạn giao thông đường bộ.","Ngẫm thấy, con lãnh đạo làm lãnh đạo, ở trong hay ngoài nhà nước, cũng là hồng phúc cho dân tộc này. 😔",0,4266
Vĩnh Phúc: Truy tìm ô tô gây tai nạn làm 2 phụ nữ thương vong,,1,4009
Hôm trước Bộ Công thương không phân biệt được gạo nếp gạo tẻ thì giờ đây là chuyện Tổng cục Hải quan của Bộ Tài chính không phân biệt được đâu là hạt để làm giống đâu là hạt thương phẩm.,"Không biết, nhưng Bộ Công thương còn biết đường đánh công văn hỏi Bộ Nông nghiệp, Tổng cục Hải quan thì không, còn bảo các thông tư của Bộ chuyên ngành không phải căn cứ pháp lý.
Không biết lại không chịu hỏi dẫn đến vận dụng sai.
Doanh nghiệp kêu trời nhưng thực chất phần gánh chịu chính là người sản xuất nông nghiệp, tức nông dân!",0,763
"Chiến thắng ở Kinh điển không chỉ tạo ra một bước ngoặt cho cuộc đua vô địch khi Real Madrid lại vượt lên trên Barcelona, mà nó còn cho thấy tầm vóc của Zinedine Zidane trước Quique Setien trong những trận cầu lớn như thế này.",,1,1526
"Đền chùa vẫn đóng cửa, người dân đứng ở ngoài khấn vái:",[<URL>](<URL>),1,31
